051 Q0 AP880318-0287 1 -5.54546 indri
051 Q0 AP880316-0292 2 -5.68612 indri
051 Q0 AP880731-0085 3 -5.91478 indri
051 Q0 AP880406-0267 4 -5.96653 indri
051 Q0 AP880325-0293 5 -6.0029 indri
051 Q0 AP880706-0311 6 -6.20638 indri
051 Q0 AP881108-0253 7 -6.23858 indri
051 Q0 AP880627-0045 8 -6.29872 indri
051 Q0 AP880412-0268 9 -6.55021 indri
051 Q0 AP890908-0222 10 -6.7871 indri
051 Q0 AP881118-0209 11 -6.92361 indri
051 Q0 AP890705-0196 12 -6.98823 indri
051 Q0 AP881119-0051 13 -7.08167 indri
051 Q0 AP880407-0258 14 -7.23787 indri
051 Q0 AP880311-0301 15 -7.53344 indri
051 Q0 AP890906-0284 16 -7.53983 indri
051 Q0 AP890518-0275 17 -7.61553 indri
051 Q0 AP880926-0235 18 -7.88158 indri
051 Q0 AP880627-0093 19 -7.90708 indri
051 Q0 AP890127-0117 20 -7.92467 indri
051 Q0 AP890127-0155 21 -7.95785 indri
051 Q0 AP891117-0213 22 -7.98271 indri
051 Q0 AP890520-0011 23 -7.98712 indri
051 Q0 AP890104-0259 24 -8.0025 indri
051 Q0 AP880512-0314 25 -8.00656 indri
051 Q0 AP880301-0271 26 -8.0182 indri
051 Q0 AP880628-0310 27 -8.0396 indri
051 Q0 AP890329-0221 28 -8.05643 indri
051 Q0 AP890503-0279 29 -8.081 indri
051 Q0 AP891126-0082 30 -8.08857 indri
051 Q0 AP891011-0255 31 -8.08895 indri
051 Q0 AP880503-0244 32 -8.09091 indri
051 Q0 AP880516-0318 33 -8.10034 indri
051 Q0 AP890629-0275 34 -8.10652 indri
051 Q0 AP880628-0097 35 -8.11709 indri
051 Q0 AP890608-0253 36 -8.1172 indri
051 Q0 AP891214-0204 37 -8.12048 indri
051 Q0 AP890216-0167 38 -8.12741 indri
051 Q0 AP890526-0222 39 -8.13094 indri
051 Q0 AP880804-0167 40 -8.13932 indri
051 Q0 AP880703-0077 41 -8.14147 indri
051 Q0 AP880628-0170 42 -8.14191 indri
051 Q0 AP880703-0076 43 -8.1424 indri
051 Q0 AP890328-0202 44 -8.16934 indri
051 Q0 AP881219-0271 45 -8.17989 indri
051 Q0 AP880626-0038 46 -8.18057 indri
051 Q0 AP891010-0258 47 -8.18403 indri
051 Q0 AP880716-0076 48 -8.18634 indri
051 Q0 AP880704-0023 49 -8.19634 indri
051 Q0 AP880229-0013 50 -8.20272 indri
051 Q0 AP890216-0288 51 -8.20704 indri
051 Q0 AP890913-0264 52 -8.20997 indri
051 Q0 AP880626-0003 53 -8.25427 indri
051 Q0 AP880707-0089 54 -8.27613 indri
051 Q0 AP880711-0139 55 -8.28333 indri
051 Q0 AP891127-0256 56 -8.29948 indri
051 Q0 AP880422-0219 57 -8.30167 indri
051 Q0 AP891117-0214 58 -8.30714 indri
051 Q0 AP880627-0039 59 -8.31478 indri
051 Q0 AP890209-0234 60 -8.31552 indri
051 Q0 AP880627-0115 61 -8.3168 indri
051 Q0 AP880717-0007 62 -8.33157 indri
051 Q0 AP890207-0230 63 -8.35606 indri
051 Q0 AP880712-0153 64 -8.36391 indri
051 Q0 AP890108-0032 65 -8.37576 indri
051 Q0 AP880627-0063 66 -8.38167 indri
051 Q0 AP880708-0112 67 -8.38311 indri
051 Q0 AP880621-0292 68 -8.38388 indri
051 Q0 AP880705-0189 69 -8.38777 indri
051 Q0 AP880629-0215 70 -8.38784 indri
051 Q0 AP890817-0223 71 -8.38989 indri
051 Q0 AP890612-0290 72 -8.39091 indri
051 Q0 AP880922-0206 73 -8.39126 indri
051 Q0 AP880705-0183 74 -8.39228 indri
051 Q0 AP890426-0260 75 -8.39228 indri
051 Q0 AP890419-0228 76 -8.39534 indri
051 Q0 AP890418-0313 77 -8.39534 indri
051 Q0 AP880627-0175 78 -8.39752 indri
051 Q0 AP880705-0082 79 -8.40206 indri
051 Q0 AP881019-0037 80 -8.40808 indri
051 Q0 AP880721-0290 81 -8.41507 indri
051 Q0 AP880513-0284 82 -8.4297 indri
051 Q0 AP880909-0107 83 -8.43062 indri
051 Q0 AP890620-0248 84 -8.43483 indri
051 Q0 AP880711-0107 85 -8.43819 indri
051 Q0 AP880627-0012 86 -8.44099 indri
051 Q0 AP880711-0054 87 -8.44371 indri
051 Q0 AP890404-0263 88 -8.44717 indri
051 Q0 AP890106-0255 89 -8.4542 indri
051 Q0 AP880818-0272 90 -8.45635 indri
051 Q0 AP880705-0043 91 -8.46007 indri
051 Q0 AP880621-0221 92 -8.46348 indri
051 Q0 AP880623-0173 93 -8.46405 indri
051 Q0 AP880706-0033 94 -8.47208 indri
051 Q0 AP891126-0084 95 -8.47285 indri
051 Q0 AP880706-0025 96 -8.47303 indri
051 Q0 AP880708-0148 97 -8.47334 indri
051 Q0 AP890410-0255 98 -8.47827 indri
051 Q0 AP880705-0069 99 -8.49108 indri
051 Q0 AP880729-0166 100 -8.49115 indri
051 Q0 AP891221-0274 101 -8.49151 indri
051 Q0 AP880705-0167 102 -8.49426 indri
051 Q0 AP880617-0267 103 -8.49739 indri
051 Q0 AP880826-0050 104 -8.50738 indri
051 Q0 AP880708-0189 105 -8.5082 indri
051 Q0 AP890816-0187 106 -8.50865 indri
051 Q0 AP890708-0097 107 -8.51017 indri
051 Q0 AP890612-0011 108 -8.51018 indri
051 Q0 AP880820-0096 109 -8.51033 indri
051 Q0 AP880706-0225 110 -8.51304 indri
051 Q0 AP880706-0244 111 -8.51505 indri
051 Q0 AP891215-0260 112 -8.51802 indri
051 Q0 AP880829-0033 113 -8.52146 indri
051 Q0 AP881206-0019 114 -8.53378 indri
051 Q0 AP880901-0073 115 -8.54008 indri
051 Q0 AP890702-0030 116 -8.54008 indri
051 Q0 AP880624-0296 117 -8.54713 indri
051 Q0 AP880626-0076 118 -8.54784 indri
051 Q0 AP890801-0228 119 -8.56656 indri
051 Q0 AP880708-0179 120 -8.56765 indri
051 Q0 AP891219-0249 121 -8.57089 indri
051 Q0 AP890703-0134 122 -8.57207 indri
051 Q0 AP880706-0117 123 -8.57371 indri
051 Q0 AP880921-0220 124 -8.57893 indri
051 Q0 AP881102-0255 125 -8.58194 indri
051 Q0 AP891003-0103 126 -8.58536 indri
051 Q0 AP890703-0072 127 -8.58543 indri
051 Q0 AP880818-0218 128 -8.58769 indri
051 Q0 AP880707-0037 129 -8.59381 indri
051 Q0 AP880622-0052 130 -8.59737 indri
051 Q0 AP880803-0157 131 -8.59797 indri
051 Q0 AP880708-0119 132 -8.60339 indri
051 Q0 AP890418-0312 133 -8.60498 indri
051 Q0 AP890901-0154 134 -8.60688 indri
051 Q0 AP880706-0208 135 -8.60751 indri
051 Q0 AP890607-0014 136 -8.60774 indri
051 Q0 AP880819-0168 137 -8.60783 indri
051 Q0 AP880713-0028 138 -8.61036 indri
051 Q0 AP880409-0016 139 -8.61097 indri
