051 Q0 AP880318-0287 1 -5.88373 indri
051 Q0 AP880316-0292 2 -6.00613 indri
051 Q0 AP880706-0311 3 -6.43961 indri
051 Q0 AP881108-0253 4 -6.44569 indri
051 Q0 AP880731-0085 5 -7.08051 indri
051 Q0 AP880325-0293 6 -7.15405 indri
051 Q0 AP880406-0267 7 -7.16852 indri
051 Q0 AP880627-0045 8 -7.50503 indri
051 Q0 AP890908-0222 9 -7.89586 indri
051 Q0 AP890705-0196 10 -8.08386 indri
051 Q0 AP880407-0258 11 -8.25473 indri
051 Q0 AP880412-0268 12 -8.42205 indri
051 Q0 AP880311-0301 13 -8.487 indri
051 Q0 AP881118-0209 14 -8.6943 indri
051 Q0 AP881119-0051 15 -8.83945 indri
051 Q0 AP890906-0284 16 -9.19609 indri
051 Q0 AP890518-0275 17 -9.26652 indri
051 Q0 AP880926-0235 18 -9.46927 indri
051 Q0 AP880627-0093 19 -9.49726 indri
051 Q0 AP890127-0117 20 -9.51236 indri
051 Q0 AP890127-0155 21 -9.54554 indri
051 Q0 AP891117-0213 22 -9.5729 indri
051 Q0 AP880512-0314 23 -9.57419 indri
051 Q0 AP890520-0011 24 -9.57481 indri
051 Q0 AP880301-0271 25 -9.58584 indri
051 Q0 AP890104-0259 26 -9.60232 indri
051 Q0 AP890503-0279 27 -9.61959 indri
051 Q0 AP891126-0082 28 -9.62716 indri
051 Q0 AP880628-0310 29 -9.62979 indri
051 Q0 AP890329-0221 30 -9.63597 indri
051 Q0 AP890629-0275 31 -9.64511 indri
051 Q0 AP890608-0253 32 -9.6558 indri
051 Q0 AP891011-0255 33 -9.65658 indri
051 Q0 AP880503-0244 34 -9.65854 indri
051 Q0 AP890216-0167 35 -9.66601 indri
051 Q0 AP880628-0097 36 -9.67124 indri
051 Q0 AP891214-0204 37 -9.67463 indri
051 Q0 AP880804-0167 38 -9.67791 indri
051 Q0 AP880516-0318 39 -9.67988 indri
051 Q0 AP880628-0170 40 -9.69606 indri
051 Q0 AP881219-0271 41 -9.70011 indri
051 Q0 AP891010-0258 42 -9.70424 indri
051 Q0 AP890328-0202 43 -9.70793 indri
051 Q0 AP880703-0077 44 -9.7091 indri
051 Q0 AP880703-0076 45 -9.71003 indri
051 Q0 AP880704-0023 46 -9.71656 indri
051 Q0 AP890526-0222 47 -9.71863 indri
051 Q0 AP890216-0288 48 -9.72725 indri
051 Q0 AP890913-0264 49 -9.73018 indri
051 Q0 AP880626-0038 50 -9.73472 indri
051 Q0 AP880229-0013 51 -9.74356 indri
051 Q0 AP880716-0076 52 -9.75397 indri
051 Q0 AP880707-0089 53 -9.79634 indri
051 Q0 AP880626-0003 54 -9.80841 indri
051 Q0 AP880422-0219 55 -9.81131 indri
051 Q0 AP880627-0039 56 -9.81253 indri
051 Q0 AP890209-0234 57 -9.81327 indri
051 Q0 AP891127-0256 58 -9.81969 indri
051 Q0 AP880711-0139 59 -9.82192 indri
051 Q0 AP891117-0214 60 -9.82735 indri
051 Q0 AP880717-0007 61 -9.82932 indri
051 Q0 AP880627-0115 62 -9.87095 indri
051 Q0 AP890108-0032 63 -9.87234 indri
051 Q0 AP880621-0292 64 -9.87322 indri
